item_code,item_category,item_sub_department,item_department
817135,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
138742,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
864808,Unclassified,Biscuits,Grocery
70333,Ambient Cooking Sauces,Sauce,Grocery
897658,Beef,Processed/Preserved Meat,Grocery
1058848,Canned Vegetables,Processed / Preserved Vegetables,Grocery
1041082,Wheat Flour,Flour,Grocery
877363,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
121192,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
842155,Canned Fruit,Processed/Preserved Fruits,Grocery
6352,Canned Fruit,Processed/Preserved Fruits,Grocery
39004,Imported,Soups,Grocery
871396,Paste/Mixes,Seasoning,Grocery
93868,Paste/Mixes,Seasoning,Grocery
1046446,Body Cleansing,Hand & Body Care,Household
872413,Body Cleansing,Hand & Body Care,Household
999997,Body Cleansing,Hand & Body Care,Household
1001986,Lip Cosmetics,Cosmetics,Household
1002148,Lip Cosmetics,Cosmetics,Household
1113523,Men's Facial Care,Men's Toiletries,Household
845062,Dish Wash,Cleaning Consumables,Household
415285,Sponges & Scrubbers,Cleaning Durables,Household
244375,Baby Ready Meals,Baby Foods,Household
372940,Baby Ready Meals,Baby Foods,Household
135448,Facial Cleansing,Facial Care,Household
62773,Facial Cleansing,Facial Care,Household
979387,Facial Cleansing,Facial Care,Household
986596,Facial Cleansing,Facial Care,Household
377170,Car Care Cleaning  Exterior,Car Care,Household
925504,Party Accessories,Party Ware,Household
42181,Shaving Requisites,Toiletries Men,Household
21337,Hair Styling,Hair Care,Household
234124,RTD,Juices,Beverages
1048795,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
25576,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
487141,Healthy Biscuits,Biscuits,Grocery
250387,Muesli,Cereals,Grocery
22444,Regular,Noodles,Grocery
19483,Lycheese,Processed/Preserved Fruits,Grocery
122371,Imported,Soups,Grocery
854944,Paste/Mixes,Seasoning,Grocery
886588,Paste/Mixes,Seasoning,Grocery
87064,Body Cleansing,Hand & Body Care,Household
950128,Body Cleansing,Hand & Body Care,Household
45367,Body Cleansing,Hand & Body Care,Household
231244,Eye Cosmetics,Cosmetics,Household
970801,Lip Cosmetics,Cosmetics,Household
1102372,Men's Fragrance,Men's Toiletries,Household
1086820,Men's Hair Coloring,Men's Toiletries,Household
405052,Dish Wash,Cleaning Consumables,Household
8197,Dish Wash,Cleaning Consumables,Household
83329,Skin Care,Toiletries Unisex,Household
93958,Incense,General Needs,Household
883240,Incense,General Needs,Household
418309,Party Candles,Party Ware,Household
1002832,Single Consumption RTD Beverages,RTD Beverages,Beverages
45610,Sparkling,Water,Beverages
134791,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
367126,Ambient Cooking Sauces,Sauce,Grocery
390553,Instant Mixes,Flour,Grocery
834397,Instant Mixes,Flour,Grocery
906253,Buns,Bakery,Grocery
869443,Body Cleansing,Hand & Body Care,Household
986533,Body Cleansing,Hand & Body Care,Household
56527,Body Cleansing,Hand & Body Care,Household
1012489,Eye Cosmetics,Cosmetics,Household
872206,Men's Fragrance,Men's Toiletries,Household
82177,Men's Hair Treatment,Men's Toiletries,Household
138940,Washing Detergents,Laundry Care,Household
252106,Dish Wash,Cleaning Consumables,Household
1023073,Illumination,General Needs,Household
401920,Facial Cleansing,Facial Care,Household
101581,RTD,Tea,Beverages
1116313,Powdered Milk,Milk & Creamers,Beverages
995893,FOW-Sri Lanka,FOW,Grocery
873934,Wafers,Biscuits,Grocery
827998,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
77947,Cereal Bars,Cereals,Grocery
1090663,Muesli,Cereals,Grocery
1103767,Ambient Cooking Sauces,Sauce,Grocery
282472,Ambient Cooking Sauces,Sauce,Grocery
3607,Ambient Cooking Sauces,Sauce,Grocery
363076,Soya Meat,Processed / Preserved Vegetables,Grocery
833434,Imported,Soups,Grocery
141280,Imported,Soups,Grocery
3166,Paste/Mixes,Seasoning,Grocery
970711,Lip Cosmetics,Cosmetics,Household
1102363,Men's Fragrance,Men's Toiletries,Household
129292,Men's Hair Treatment,Men's Toiletries,Household
31750,Men's Hair Treatment,Men's Toiletries,Household
6694,Washing Detergents,Laundry Care,Household
1117708,Washing Detergents,Laundry Care,Household
415258,Sponges & Scrubbers,Cleaning Durables,Household
924406,Tooth Picks & BBQ Sticks,Disposable Table Ware,Household
1063780,Baby Washing Aids,Baby Needs,Household
17755,Facial Cleansing,Facial Care,Household
865429,Cling Wraps,Kitchen Needs,Household
41263,Pet Food,Pet Care,Household
124567,Pet Food,Pet Care,Household
43315,Instant Coffee,Coffee,Beverages
160900,Instant Chocolate Drinks,Chocolate Drink,Beverages
92770,Single Consumption RTD Beverages,RTD Beverages,Beverages
1061809,Single Consumption RTD Beverages,RTD Beverages,Beverages
43837,Chilled Cakes,Desserts,Chilled
1108987,Cheese Blocks,Cheese,Chilled
144340,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
745945,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1081276,Multiple Consumption Chocolates,Confectionery,Grocery
952648,Muesli,Cereals,Grocery
825550,Atta,Flour,Grocery
50191,Ambient Spreads,Spreads,Grocery
249325,Canned Fruit,Processed/Preserved Fruits,Grocery
831778,Imported,Soups,Grocery
1053997,Lip Cosmetics,Cosmetics,Household
1053835,Lip Cosmetics,Cosmetics,Household
999034,Lip Cosmetics,Cosmetics,Household
215323,Men's Fragrance,Men's Toiletries,Household
994021,Men's Fragrance,Men's Toiletries,Household
118636,Men's Fragrance,Men's Toiletries,Household
1022362,Tooth Picks & BBQ Sticks,Disposable Table Ware,Household
828835,Baby Ready Meals,Baby Foods,Household
363751,Facial Cleansing,Facial Care,Household
1032685,Pet Food,Pet Care,Household
1114495,Pet Food,Pet Care,Household
24199,Pet Food,Pet Care,Household
142198,Squash,Juices,Beverages
215944,Single Consumption RTD Beverages,RTD Beverages,Beverages
852883,Single Consumption RTD Beverages,RTD Beverages,Beverages
2518,Prepared Meals,Baby Foods,Grocery
96955,Assorted,Pasta,Grocery
873097,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
14587,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
834523,Multiple Consumption Chocolates,Confectionery,Grocery
1033396,Sugar Confectionary,Confectionery,Grocery
408436,Cereal Bars,Cereals,Grocery
134971,Unclassified,Condiments,Grocery
127060,Instant Small,Noodles,Grocery
915091,Body Cleansing,Hand & Body Care,Household
269548,Men's Hair Treatment,Men's Toiletries,Household
243862,Cleaning Containers,Cleaning Durables,Household
372868,Gloves,General Needs,Household
905227,Facial Cleansing,Facial Care,Household
911896,Facial Cleansing,Facial Care,Household
876706,Facial Cleansing,Facial Care,Household
1026700,Mouth Wash & Breath Freshener,Oral Care,Household
51370,Shaving Requisites,Toiletries Men,Household
1089781,Hair Treatment,Hair Care,Household
840112,Hair Styling,Hair Care,Household
826774,Cordial,Juices,Beverages
3472,Single Consumption RTD Beverages,RTD Beverages,Beverages
1015270,Single Consumption RTD Beverages,RTD Beverages,Beverages
920059,Spices,Seasoning & Coconut Cream,Grocery
1097998,Meal Accompaniments,Meal Accompaniments,Grocery
849697,Assorted,Pasta,Grocery
383839,Multiple Consumption Chocolates,Confectionery,Grocery
408445,Cereal Bars,Cereals,Grocery
736666,Instant Mixes,Flour,Grocery
3130,Instant Small,Noodles,Grocery
75328,Canned Fruit,Processed/Preserved Fruits,Grocery
832633,Imported,Soups,Grocery
1032172,Sponges & Scrubbers,Cleaning Durables,Household
23389,Baby Ready Meals,Baby Foods,Household
1074535,Baby Ready Meals,Baby Foods,Household
1046761,Baby Ready Meals,Baby Foods,Household
1013146,Incense,General Needs,Household
137707,Facial Cleansing,Facial Care,Household
864034,Shaving Requisites,Toiletries Men,Household
6262,Single Consumption RTD Beverages,RTD Beverages,Beverages
1038634,Flavored Tea,Tea,Beverages
1119076,Powdered Milk,Milk & Creamers,Beverages
1003435,Stirred Yogurt,Yoghurt,Chilled
20095,Meal Accompaniments,Meal Accompaniments,Grocery
110284,Meal Accompaniments,Meal Accompaniments,Grocery
93319,Assorted,Pasta,Grocery
1106719,Multiple Consumption Chocolates,Confectionery,Grocery
1014235,Multiple Consumption Chocolates,Confectionery,Grocery
1082284,Muesli,Cereals,Grocery
67705,Ambient Spreads,Spreads,Grocery
131821,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
60271,Ambient Regular Noodles,Pasta & Noodles,Grocery
1017817,Canned Fruit,Processed/Preserved Fruits,Grocery
95623,Crisp/Chips,Snacks,Grocery
999988,Body Cleansing,Hand & Body Care,Household
1052161,Body Cleansing,Hand & Body Care,Household
2554,Cleaning Containers,Cleaning Durables,Household
100402,Baby Wipes,Baby Needs,Household
124063,Facial Cleansing,Facial Care,Household
830860,Facial Cleansing,Facial Care,Household
856051,Cling Wraps,Kitchen Needs,Household
274246,Pet Food,Pet Care,Household
1104757,Hair Treatment,Hair Care,Household
16810,Powdered Milk,Milk & Creamers,Beverages
1077370,Cheese Blocks,Cheese,Chilled
1060648,Salt,Seasoning & Coconut Cream,Grocery
1042882,FOW-Sri Lanka,FOW,Grocery
897973,Prepared Meals,Baby Foods,Grocery
975382,Ambient Cooking Sauces,Sauce,Grocery
1084813,Ambient Cooking Sauces,Sauce,Grocery
2806,Soya Meat,Processed / Preserved Vegetables,Grocery
144034,Dessert Fruits & Nuts,Desserts,Grocery
1034638,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1028086,Ambient Regular Noodles,Pasta & Noodles,Grocery
63277,Snack-Crisps & Chips,Snacks,Grocery
853864,Paste/Mixes,Seasoning,Grocery
1057210,Body Cleansing,Hand & Body Care,Household
970675,Lip Cosmetics,Cosmetics,Household
1053808,Lip Cosmetics,Cosmetics,Household
1002094,Lip Cosmetics,Cosmetics,Household
983491,Men's Fragrance,Men's Toiletries,Household
1006306,Men's Fragrance,Men's Toiletries,Household
834910,Washing Detergents,Laundry Care,Household
858670,Baby Washing Aids,Baby Needs,Household
139309,Baby Wipes,Baby Needs,Household
1013920,Illumination,General Needs,Household
1057372,Facial Cleansing,Facial Care,Household
108430,Shaving Requisites,Toiletries Men,Household
823651,Shaving Requisites,Toiletries Men,Household
106072,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
53818,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1014226,Multiple Consumption Chocolates,Confectionery,Grocery
1058128,Multiple Consumption Chocolates,Confectionery,Grocery
917674,Cereal Bars,Cereals,Grocery
867202,Unclassified,Processed / Preserved Vegetables,Grocery
2572,Sauce/Topping,Desserts,Grocery
null,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1066525,Body Cleansing,Hand & Body Care,Household
833542,Eye Cosmetics,Cosmetics,Household
1088170,Razors & Blades,Men's Toiletries,Household
895282,Baby Ready Meals,Baby Foods,Household
951019,Baby Washing Aids,Baby Needs,Household
89899,Skin and Hair Care,Baby Needs,Household
1060567,Facial Cleansing,Facial Care,Household
137797,Facial Cleansing,Facial Care,Household
1114486,Pet Food,Pet Care,Household
319516,Cans,Carbonated,Beverages
106171,Spices,Seasoning & Coconut Cream,Grocery
29905,Assorted,Pasta,Grocery
832237,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
366847,Ambient Cooking Sauces,Sauce,Grocery
393199,Ambient Cooking Sauces,Sauce,Grocery
32380,Crisp/Chips,Snacks,Grocery
867679,Paste/Mixes,Seasoning,Grocery
970819,Lip Cosmetics,Cosmetics,Household
996190,Lip Cosmetics,Cosmetics,Household
424105,Men's Hair Treatment,Men's Toiletries,Household
128518,Sponges & Scrubbers,Cleaning Durables,Household
270187,Sponges & Scrubbers,Cleaning Durables,Household
145942,Baby Wipes,Baby Needs,Household
247813,Car Care Cleaning  Exterior,Car Care,Household
920410,Party Candles,Party Ware,Household
1086100,Hair Coloring,Hair Care,Household
892960,Cans,Carbonated,Beverages
55114,Single Consumption RTD Beverages,RTD Beverages,Beverages
93229,Assorted,Pasta,Grocery
1006018,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
860281,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
831688,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
952639,Muesli,Cereals,Grocery
37033,Dessert Ingredients,Desserts,Grocery
1063501,Snack-Crisps & Chips,Snacks,Grocery
901528,Snack-Crisps & Chips,Snacks,Grocery
1078414,Snack-Crisps & Chips,Snacks,Grocery
225826,Body Cleansing,Hand & Body Care,Household
998908,Lip Cosmetics,Cosmetics,Household
1096108,Men's Fragrance,Men's Toiletries,Household
244393,Baby Ready Meals,Baby Foods,Household
414178,Illumination,General Needs,Household
1057534,Facial Cleansing,Facial Care,Household
877885,Cans,Carbonated,Beverages
158893,Single Consumption RTD Beverages,RTD Beverages,Beverages
19618,Single Consumption RTD Beverages,RTD Beverages,Beverages
133288,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
48454,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
48202,Imported,Confectionery,Grocery
1084795,Ambient Cooking Sauces,Sauce,Grocery
26224,Chilie Based,Sauce,Grocery
96451,Tomato Based,Sauce,Grocery
117376,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
123055,Imported,Soups,Grocery
1086496,Body Cleansing,Hand & Body Care,Household
275965,Body Cleansing,Hand & Body Care,Household
1104604,Men's Fragrance,Men's Toiletries,Household
840040,Men's Fragrance,Men's Toiletries,Household
1078576,Dish Wash,Cleaning Consumables,Household
23848,Baby Ready Meals,Baby Foods,Household
919348,Baby Ready Meals,Baby Foods,Household
828790,Baby Ready Meals,Baby Foods,Household
1077604,Baby Gift Packs,Baby Needs,Household
1052935,Facial Cleansing,Facial Care,Household
20977,Facial Cleansing,Facial Care,Household
763,Facial Cleansing,Facial Care,Household
997720,Car Care Air Freshener,Car Care,Household
98674,Car Care Cleaning  Exterior,Car Care,Household
96658,Shaving Requisites,Toiletries Men,Household
1095352,Hair Treatment,Hair Care,Household
904588,Salt,Seasoning & Coconut Cream,Grocery
20572,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
42136,Beef,Processed/Preserved Meat,Grocery
908917,Packaged Dry Pasta,Pasta & Noodles,Grocery
1053691,Eye Cosmetics,Cosmetics,Household
288466,Washing Detergents,Laundry Care,Household
15802,Facial Cleansing,Facial Care,Household
398734,Car Care Cleaning  Exterior,Car Care,Household
53521,Car Care Cleaning  Exterior,Car Care,Household
905083,Single Consumption RTD Beverages,RTD Beverages,Beverages
1025170,Powdered Milk,Milk & Creamers,Beverages
47158,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1048165,Sugar Confectionary,Confectionery,Grocery
909538,Muesli,Cereals,Grocery
283192,Ambient Cooking Sauces,Sauce,Grocery
1077748,Ambient Regular Noodles,Pasta & Noodles,Grocery
208744,Ambient Regular Noodles,Pasta & Noodles,Grocery
1103506,Canned Fruit,Processed/Preserved Fruits,Grocery
142036,Lycheese,Processed/Preserved Fruits,Grocery
130786,Imported,Soups,Grocery
275947,Body Cleansing,Hand & Body Care,Household
79558,Body Cleansing,Hand & Body Care,Household
1012516,Eye Cosmetics,Cosmetics,Household
998818,Lip Cosmetics,Cosmetics,Household
869200,Men's Fragrance,Men's Toiletries,Household
1024963,Dish Wash,Cleaning Consumables,Household
1096441,Dish Wash,Cleaning Consumables,Household
1074931,Incense,General Needs,Household
1037923,Facial Cleansing,Facial Care,Household
627946,RTD,Juices,Beverages
852631,RTD,Juices,Beverages
846961,Single Consumption RTD Beverages,RTD Beverages,Beverages
69955,Non Flavored Tea,Tea,Beverages
247453,Non Flavored Tea,Tea,Beverages
1111921,Non Flavored Tea,Tea,Beverages
91537,Chilled Natural Cheese,Cheese,Chilled
1079341,Chilled Natural Cheese,Cheese,Chilled
844783,Spices,Seasoning & Coconut Cream,Grocery
1062925,FOW-Thai,FOW,Grocery
137230,Wafers,Biscuits,Grocery
1101553,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
23911,Ambient Table Sauces,Sauce,Grocery
1065094,Dessert Ingredients,Desserts,Grocery
1009663,Snack-Crisps & Chips,Snacks,Grocery
832669,Snack-Crisps & Chips,Snacks,Grocery
5380,Snack-Crisps & Chips,Snacks,Grocery
97837,All Purpose Cleaners,Cleaning Consumables,Household
206728,All Purpose Cleaners,Cleaning Consumables,Household
1106746,Baby Washing Aids,Baby Needs,Household
212830,Accessories,Baby Needs,Household
89557,Umbrella,General Needs,Household
115684,Illumination,General Needs,Household
115216,Illumination,General Needs,Household
37717,Interior Cleaner,Car Care,Household
7828,Interior Cleaner,Car Care,Household
820852,Balloons,Party Ware,Household
903346,Shampoo,Hair Care,Household
828619,RTD,Juices,Beverages
847222,RTD,Juices,Beverages
3211,Non Alcoholic Wine,Non Alcoholic Beers and Wines,Beverages
1110733,Cheese Blocks,Cheese,Chilled
91816,Chilled Natural Cheese,Cheese,Chilled
88747,Chilled Natural Cheese,Cheese,Chilled
15352,Corn,Pulses,Grocery
926044,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
118384,Tea Biscuit,Biscuits,Grocery
1083058,Popcorn & Popping Corn,Snacks,Grocery
1002301,Lip Cosmetics,Cosmetics,Household
823714,Pre Shave,Men's Toiletries,Household
1008430,Men's Facial Care,Men's Toiletries,Household
1044241,Baby Clothing,Baby Needs,Household
1071367,Baby Health & Safety Needs,Baby Needs,Household
174031,Exterior Cleaner,Car Care,Household
820006,Tooth Paste,Oral Care,Household
832543,Toothpastes/Powder,Oral Care,Household
829393,Toothpastes/Powder,Oral Care,Household
1051945,Instant Chocolate Drinks,Chocolate Drink,Beverages
1065607,Gift Pack Tea,Tea,Beverages
70765,Non Flavored Tea,Tea,Beverages
747196,Non Flavored Tea,Tea,Beverages
53791,Meal Accompaniments,Meal Accompaniments,Grocery
60640,Ambient Table Sauces,Sauce,Grocery
1086550,Canned Meat,Processed/Preserved Meat,Grocery
1039822,Dessert Ingredients,Desserts,Grocery
1003822,Pasta Sauce,Pasta & Noodles,Grocery
98575,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1083679,Snack-Crisps & Chips,Snacks,Grocery
1078504,Snack-Crisps & Chips,Snacks,Grocery
1064419,Body Cleansing,Hand & Body Care,Household
