outlet_code,item_code,DATE,sales_qty
A,43405,6/1/2022,4
A,10906,6/26/2022,1
D,42154,4/25/2022,30.97200012
D,12355,5/1/2022,13
D,3679,6/20/2022,8
D,46150,7/16/2022,12
C,36808,9/15/2022,24
B,295,3/31/2022,3
D,1231,3/27/2022,4
C,7396,3/1/2022,8
B,18223,9/21/2022,143
B,18223,4/25/2022,105
B,98809,6/27/2022,19
D,98809,5/31/2022,16
D,98809,8/15/2022,93
D,18223,9/27/2022,167
A,107863,8/5/2022,5
A,36808,8/20/2022,88
B,12355,4/17/2022,2
A,13948,3/14/2022,3
D,529,2/13/2022,3
B,13948,1/29/2022,6
B,2806,2/20/2022,6
B,107809,9/16/2022,2
D,116836,1/29/2022,49
D,117610,1/30/2022,12
D,115846,4/1/2022,4
D,123307,7/19/2022,67
D,107224,9/4/2022,5
B,3292,7/23/2022,1
B,42154,2/13/2022,24.08000004
B,13948,6/2/2022,2
A,43738,3/29/2022,3
D,19123,2/2/2022,1
D,259,4/9/2022,32
C,122740,8/30/2022,1
E,117610,3/27/2022,1
E,94948,5/28/2022,4
A,119554,7/29/2022,16
A,2311,9/2/2022,1
D,96136,9/19/2022,26.43999994
C,110320,2/22/2022,8
C,40759,3/14/2022,18
C,898,9/30/2022,33
E,108412,5/4/2022,1
E,13795,7/18/2022,6
A,529,2/6/2022,3
A,40759,3/21/2022,13
A,110077,6/12/2022,4
D,110320,2/21/2022,21
D,13948,4/6/2022,3
D,120418,4/17/2022,7
D,116836,9/7/2022,5
D,104470,10/4/2022,8
D,29653,10/7/2022,17
D,93679,10/12/2022,1
A,121714,8/15/2022,5
C,718,8/25/2022,2
B,9979,4/2/2022,7
B,11509,7/21/2022,2
E,11293,7/12/2022,6
A,107836,5/7/2022,117
A,673,7/30/2022,2
D,29653,2/7/2022,16
D,12040,3/22/2022,6
D,118033,7/20/2022,1
D,121174,7/23/2022,4
D,23938,8/21/2022,12
D,122767,9/30/2022,3
C,24136,2/28/2022,4
C,29653,9/20/2022,2
B,94948,8/16/2022,1
E,259,9/2/2022,3
D,898,2/6/2022,35
D,99457,2/25/2022,4
A,4732,6/3/2022,1
D,14848,5/13/2022,2
A,23785,8/7/2022,11
D,1852,5/27/2022,1
D,40759,9/2/2022,10
B,898,10/2/2022,24
A,25081,2/27/2022,8
B,98809,3/18/2022,22
D,98809,8/17/2022,51
C,42685,4/28/2022,13
B,6163,1/27/2022,12
B,123307,2/5/2022,123
B,27790,9/13/2022,1
B,45115,9/16/2022,2
D,117520,3/4/2022,26
D,898,8/20/2022,25
A,41164,3/17/2022,1
A,123307,4/20/2022,626
A,529,6/14/2022,1
A,23785,6/21/2022,4
C,41164,6/14/2022,1
B,40381,2/20/2022,9
C,122767,8/7/2022,11
C,2806,8/20/2022,9
C,43738,9/15/2022,3
A,111976,4/26/2022,2
D,36808,7/10/2022,79
C,7054,5/31/2022,1
B,117187,9/4/2022,1
A,36808,2/27/2022,125
D,43135,3/12/2022,26
D,3427,9/24/2022,11
A,40759,10/5/2022,3
B,92491,2/2/2022,4
C,117376,2/24/2022,31
B,40759,6/24/2022,5
C,3652,4/7/2022,35
C,117358,4/11/2022,1
B,117736,7/25/2022,11
C,102490,7/14/2022,3.069999933
D,40939,4/24/2022,15
D,123307,9/30/2022,43
A,40759,8/19/2022,8
C,118033,9/8/2022,2
C,11509,9/30/2022,4
B,118429,1/22/2022,1
B,23938,4/13/2022,17
B,1681,5/17/2022,3
B,3679,8/11/2022,3
D,102490,1/22/2022,37.97799993
D,42685,5/16/2022,23
D,42847,5/28/2022,6
D,24136,6/25/2022,5
D,304,6/28/2022,2
D,123703,9/18/2022,1
A,36808,2/13/2022,68
A,111337,5/4/2022,1
A,43738,6/5/2022,3
D,40939,4/15/2022,4
D,117736,5/24/2022,16
D,111985,6/26/2022,1
D,9637,6/28/2022,3
C,8800,1/25/2022,14
C,898,1/31/2022,1
C,36808,2/13/2022,42
C,9061,3/14/2022,3
C,529,4/18/2022,1
C,7396,5/23/2022,9
C,107836,5/23/2022,6
C,898,9/29/2022,60
A,23911,8/7/2022,2
D,43405,4/2/2022,2
C,3427,3/2/2022,16
B,18223,6/25/2022,136
A,6163,6/18/2022,19
D,18223,3/12/2022,221
D,18223,7/17/2022,153
C,107836,2/17/2022,4
D,117520,3/11/2022,26
B,42685,3/3/2022,6
D,123307,2/21/2022,93
D,119554,4/12/2022,28
D,29653,8/7/2022,13
A,10924,4/17/2022,7
E,40381,10/15/2022,4
C,122767,6/22/2022,5
B,123667,2/12/2022,3
C,7396,7/13/2022,5
B,123307,9/2/2022,36
A,117925,2/5/2022,7
B,9979,4/5/2022,3
C,898,4/7/2022,36
D,123694,8/11/2022,1
D,122767,8/14/2022,8
B,3679,2/20/2022,4
B,93913,4/19/2022,3
C,123307,3/6/2022,101
B,123307,8/24/2022,43
B,117520,9/12/2022,8
B,14947,10/10/2022,5
C,23938,7/17/2022,4
C,45421,8/21/2022,1
C,123478,8/25/2022,2
E,122686,8/12/2022,7
E,36808,10/2/2022,2
E,13795,10/4/2022,3
A,117520,3/24/2022,28
D,42685,4/28/2022,20
D,9637,6/7/2022,1
D,40381,7/31/2022,70
D,123307,9/4/2022,57
C,42685,8/5/2022,40
B,106054,5/9/2022,8
B,117925,5/26/2022,3
B,119554,7/28/2022,21
A,91456,3/23/2022,22
A,42154,4/28/2022,19.46200025
A,115846,5/14/2022,3
A,43405,5/20/2022,4
D,123307,8/3/2022,68
D,29896,9/30/2022,3
C,117520,4/12/2022,31
A,123307,8/21/2022,131
B,115846,5/20/2022,5
A,116836,3/30/2022,17
D,111382,7/15/2022,9
C,123280,2/25/2022,3
C,898,3/4/2022,96
C,6163,5/23/2022,13
C,116836,7/20/2022,8
C,36808,9/2/2022,43
C,55879,3/16/2022,3
C,51109,6/9/2022,7
B,46591,4/5/2022,28
B,18223,5/29/2022,118
B,18223,7/8/2022,175
D,98809,7/16/2022,93
C,15352,2/27/2022,3
E,122686,4/21/2022,8
B,3022,3/24/2022,1
B,36808,6/2/2022,53
B,40759,6/13/2022,8
B,117520,7/10/2022,22
B,29653,9/19/2022,11
B,40381,9/28/2022,7
B,110320,10/12/2022,7
D,101635,6/2/2022,3
D,117745,6/13/2022,8
D,40939,8/31/2022,12
A,123307,4/19/2022,726
A,118033,6/3/2022,1
A,29941,7/14/2022,12
C,43738,2/12/2022,6
B,121714,3/4/2022,1
B,36808,3/24/2022,25
B,3652,3/31/2022,29
B,117610,7/10/2022,6
B,2806,9/1/2022,5
E,96136,3/24/2022,8.888000011
B,46150,9/23/2022,3
A,123307,2/1/2022,123
A,40939,7/26/2022,12
A,4741,9/5/2022,3
A,29653,10/9/2022,2
D,107836,5/5/2022,25
D,118033,7/15/2022,5
D,1672,7/16/2022,3
D,110320,9/8/2022,6
D,23785,9/12/2022,4
D,123307,9/27/2022,51
A,97486,9/7/2022,1
A,43135,9/21/2022,3
B,24154,3/20/2022,1
C,19114,2/18/2022,5
B,7396,5/3/2022,2
B,40939,6/13/2022,4
B,6163,7/5/2022,7
C,123307,6/5/2022,101
C,91438,6/25/2022,1
C,123307,6/29/2022,89
C,39238,8/5/2022,1
A,23785,2/20/2022,9
A,13795,3/4/2022,7
A,9925,5/28/2022,9
A,29653,7/15/2022,14
D,12355,2/7/2022,2
D,268,2/14/2022,9
D,42685,7/31/2022,60
C,105604,4/18/2022,9
D,123307,10/14/2022,62
C,123307,9/8/2022,58
A,10195,9/20/2022,1
B,42154,2/27/2022,23.43800044
A,40381,3/26/2022,13
D,113110,2/24/2022,3
D,10042,3/7/2022,1
D,304,6/23/2022,3
C,12355,8/24/2022,1
A,40381,10/3/2022,10
A,40381,5/8/2022,11
D,1132,2/10/2022,1
D,110320,3/31/2022,10
D,57058,6/11/2022,1
C,110860,2/1/2022,3
C,1231,3/4/2022,2
C,4480,6/5/2022,2
C,11509,7/19/2022,2
A,102967,9/18/2022,1
B,18223,2/3/2022,90
B,18223,5/20/2022,133
B,18223,7/9/2022,87
D,98809,7/18/2022,55
D,98809,7/21/2022,34
C,1852,9/13/2022,2
C,10924,10/13/2022,5
A,13948,1/26/2022,3
E,23938,5/13/2022,2
B,122740,5/12/2022,5
B,123307,5/29/2022,108
B,110122,9/14/2022,1
D,117520,3/23/2022,16
D,117520,4/16/2022,25
D,9637,8/30/2022,6
D,23785,9/1/2022,2
A,119779,2/11/2022,4
A,45412,3/13/2022,1
A,23785,6/7/2022,5
A,13408,7/9/2022,1
B,23938,7/16/2022,1
C,36808,5/12/2022,125
C,101635,6/14/2022,5
C,121039,7/18/2022,1
B,40759,4/15/2022,12
B,107269,5/25/2022,3
E,57976,4/29/2022,2
E,898,8/3/2022,16
A,19114,6/29/2022,2
D,116836,1/30/2022,49
D,11419,3/3/2022,1
A,9979,4/24/2022,20
E,23911,9/2/2022,3
B,97486,9/3/2022,2
E,117745,5/9/2022,1
D,110320,2/1/2022,13
D,43738,9/26/2022,5
B,107863,2/14/2022,4
C,110806,2/8/2022,1
E,13795,7/15/2022,4
A,3427,2/6/2022,15
A,117286,2/12/2022,1
A,91438,4/1/2022,16
A,6856,6/5/2022,4
D,6640,4/14/2022,11
D,119554,5/19/2022,15
D,102490,6/7/2022,150.3440001
D,120418,6/12/2022,6
D,123307,9/22/2022,50
C,117925,10/15/2022,6
B,259,9/5/2022,2
A,40759,2/15/2022,11
A,102967,3/16/2022,1
A,40759,5/26/2022,5
A,116836,6/11/2022,30
D,13948,6/11/2022,5
D,43738,6/25/2022,4
D,40381,8/21/2022,12
D,123730,9/5/2022,4
B,107836,8/22/2022,17
A,107863,8/21/2022,10
A,40939,8/25/2022,24
D,610,2/5/2022,1
A,92491,5/22/2022,5
C,10204,8/16/2022,16
B,115846,5/12/2022,10
A,6640,3/17/2022,5
A,107863,5/22/2022,10
D,898,7/10/2022,24
C,11509,2/1/2022,5
C,57976,3/4/2022,3
E,18223,3/11/2022,4
B,18223,4/26/2022,87
D,18223,5/24/2022,152
C,24136,5/19/2022,14
C,119554,6/8/2022,23
C,8800,6/23/2022,1
E,96136,7/14/2022,22.50399983
E,123307,8/1/2022,23
B,42847,5/12/2022,11
D,29653,1/28/2022,63
D,110806,2/17/2022,2
D,91456,3/23/2022,6
D,259,7/10/2022,8
D,29653,7/28/2022,16
D,120418,8/10/2022,6
D,57058,8/22/2022,4
D,107863,9/21/2022,4
A,14947,4/2/2022,13
C,41686,5/17/2022,1
C,30175,2/26/2022,3
B,107809,3/28/2022,4
B,6163,5/23/2022,3
A,4480,3/14/2022,2
A,40759,3/17/2022,15
D,6856,1/26/2022,4
D,36808,1/29/2022,99
A,93679,9/13/2022,2
B,102769,9/8/2022,1
A,115846,4/22/2022,3
A,36808,9/16/2022,64
B,123307,2/10/2022,51
B,30454,3/9/2022,3
C,105604,5/7/2022,4
C,6856,8/18/2022,4
C,1132,10/3/2022,1
A,11509,1/25/2022,9
A,102490,4/9/2022,9.68200016
A,42685,4/20/2022,18
D,6748,3/13/2022,10
D,116836,3/15/2022,13
D,29653,4/5/2022,14
D,29653,4/28/2022,21
D,43135,7/16/2022,16
B,42847,5/22/2022,2
B,592,5/27/2022,1
B,1681,7/4/2022,2
B,3652,8/26/2022,15
A,268,2/27/2022,4
D,6640,3/16/2022,12
D,23146,3/16/2022,2
D,101941,3/19/2022,1
D,6163,5/3/2022,26
D,40759,8/1/2022,7
C,102769,3/25/2022,1
A,107836,8/21/2022,29
A,123307,9/10/2022,107
A,11293,9/24/2022,11
D,12355,6/17/2022,7
C,259,2/11/2022,2
C,36808,2/18/2022,52
A,117736,5/1/2022,64
A,116836,7/13/2022,37
E,18223,5/28/2022,9
D,98809,7/8/2022,48
C,104470,7/9/2022,3
C,898,7/24/2022,54
C,117925,8/2/2022,12
D,18223,3/6/2022,225
E,122686,3/20/2022,6
B,123307,1/29/2022,23
E,25081,8/7/2022,1
B,4597,5/24/2022,1
B,29311,6/14/2022,2
B,121039,7/31/2022,2
D,295,5/30/2022,2
D,40939,9/3/2022,10
A,6640,2/21/2022,8
A,76399,3/6/2022,1
A,25081,5/22/2022,2
A,42685,7/12/2022,68
A,41488,7/17/2022,1
C,43738,7/2/2022,6
B,102490,2/21/2022,42.75399923
B,92491,4/16/2022,5
A,117520,2/10/2022,25
A,111337,2/21/2022,1
D,116062,3/3/2022,1
D,107863,3/28/2022,5
D,40759,7/9/2022,16
D,42847,3/4/2022,5
A,119707,2/13/2022,1
A,117376,4/20/2022,3
D,30778,3/23/2022,4
D,40939,5/19/2022,11
D,898,8/19/2022,25
B,123307,6/15/2022,49
A,117520,2/22/2022,14
A,25081,5/4/2022,4
A,952,8/8/2022,3
D,29653,2/2/2022,45
D,4705,2/25/2022,17
D,42847,3/9/2022,1
D,117187,7/9/2022,3
D,46150,9/10/2022,10
C,41488,7/20/2022,5
B,9979,7/11/2022,1
B,123307,8/12/2022,34
A,29896,4/20/2022,7
A,3427,4/28/2022,7
A,123478,7/18/2022,1
A,110320,8/2/2022,15
D,45169,3/3/2022,5
D,119779,3/5/2022,6
D,23020,5/17/2022,23
D,121174,8/7/2022,2
A,268,10/17/2022,1
A,94876,9/7/2022,1
A,313,9/8/2022,1
A,43405,9/14/2022,2
D,40939,5/28/2022,13
D,40759,6/20/2022,19
D,12355,9/5/2022,5
C,120418,4/1/2022,7
C,91438,8/2/2022,10
A,117736,5/13/2022,53
D,98809,4/12/2022,59
A,123307,9/9/2022,64
C,111382,5/20/2022,4
C,107224,8/8/2022,3
B,40381,4/18/2022,8
B,96136,6/21/2022,13.24800014
B,36808,8/13/2022,54
B,259,9/13/2022,7
D,36808,3/18/2022,74
D,1672,7/20/2022,5
A,29941,7/7/2022,7
C,107836,7/1/2022,12
C,107836,5/29/2022,32
A,116836,1/30/2022,57
A,110122,4/6/2022,3
A,123307,9/23/2022,77
D,41686,4/19/2022,5
D,19114,6/30/2022,1
C,14947,3/24/2022,3
C,42685,6/11/2022,20
A,11509,6/8/2022,12
D,95137,2/26/2022,44
A,4480,9/12/2022,3
D,92482,8/9/2022,15
C,8800,1/27/2022,17
B,1231,3/31/2022,4
B,43135,5/4/2022,3
B,538,5/6/2022,3
B,4741,6/5/2022,3
C,10213,7/11/2022,1
D,113281,3/13/2022,8
D,95137,4/22/2022,7
D,13948,6/3/2022,3
D,529,6/19/2022,2
D,123307,8/10/2022,94
A,110320,9/30/2022,31
C,13795,6/5/2022,6
C,6163,6/23/2022,6
B,122686,2/16/2022,9
B,117745,4/28/2022,21
B,110320,7/10/2022,3
A,102490,2/3/2022,24.82999945
A,122830,2/15/2022,2
A,123307,3/10/2022,96
D,11509,6/16/2022,7
D,116836,9/29/2022,8
D,25000,10/8/2022,1
D,10042,2/20/2022,1
D,43135,4/7/2022,11
D,116836,4/10/2022,17
A,11509,7/8/2022,44
A,43738,7/15/2022,3
D,9979,4/27/2022,12
A,1852,8/4/2022,5
D,1852,9/14/2022,3
C,3022,4/8/2022,1
C,7072,4/8/2022,4
C,122686,3/8/2022,11
C,117610,8/4/2022,4
B,98809,7/16/2022,29
C,223,9/24/2022,2
C,12166,9/29/2022,1
C,13795,2/27/2022,4
A,110077,7/19/2022,1
E,123307,7/4/2022,13
B,11509,4/27/2022,2
E,117745,9/13/2022,3
E,116836,10/9/2022,3
D,29896,3/1/2022,7
D,117736,3/11/2022,46
D,119554,3/30/2022,18
D,898,8/3/2022,43
A,898,2/11/2022,46
A,23938,6/4/2022,4
A,119554,7/18/2022,20
C,123307,5/18/2022,307
B,29896,7/29/2022,2
B,43738,8/20/2022,4
B,1132,2/13/2022,2
A,3679,4/10/2022,14
D,13795,2/21/2022,3
A,122767,8/27/2022,9
D,107269,3/24/2022,1
D,55879,3/26/2022,14
D,40759,7/12/2022,8
D,1132,7/22/2022,2
C,24136,6/14/2022,11
B,119761,5/29/2022,1
A,898,7/29/2022,69
D,42154,3/31/2022,24.32500052
D,117736,6/18/2022,41
B,117187,3/26/2022,1
B,304,4/1/2022,4
C,6748,2/25/2022,2
B,10204,7/17/2022,5
B,119554,9/28/2022,5
A,9979,4/26/2022,16
A,119554,7/14/2022,39
D,11230,2/7/2022,1
D,1933,3/5/2022,1
D,529,9/4/2022,3
D,9979,10/6/2022,5
C,27790,10/2/2022,4
C,23911,8/11/2022,1
D,3679,10/9/2022,8
C,106054,9/5/2022,8
C,40759,6/14/2022,17
B,30778,4/20/2022,3
B,107863,5/17/2022,4
A,36808,1/25/2022,100
A,106054,4/25/2022,3
A,11509,5/14/2022,8
A,121039,5/14/2022,7
D,96136,2/5/2022,31.05599988
D,117520,3/10/2022,24
D,122830,3/15/2022,1
D,118033,3/19/2022,3
D,11293,3/22/2022,30
B,91438,7/24/2022,9
A,29653,2/1/2022,28
A,12040,3/8/2022,4
D,104470,4/16/2022,1
D,43135,4/24/2022,3
D,43279,6/12/2022,2
C,6748,1/22/2022,4
C,96136,2/5/2022,12.05199981
C,123307,3/22/2022,47
C,111382,6/1/2022,1
C,117286,7/13/2022,3
A,110320,5/9/2022,16
A,121039,6/11/2022,3
C,94345,2/12/2022,3
C,223,4/1/2022,7
B,46591,5/23/2022,33
C,45169,2/26/2022,3
E,25081,4/9/2022,2
B,36808,3/8/2022,43
B,2806,5/12/2022,73
B,117745,8/28/2022,5
B,6163,9/12/2022,4
B,119554,9/17/2022,23
A,110320,2/20/2022,15
C,4705,5/17/2022,5
C,123307,7/4/2022,67
C,110320,10/9/2022,14
C,111868,1/22/2022,3
B,4741,1/25/2022,3
B,116836,4/29/2022,5
E,898,7/15/2022,29
D,107224,2/26/2022,11
A,592,8/22/2022,2
A,110320,10/2/2022,39
C,898,1/23/2022,181
E,898,8/13/2022,10
A,11509,5/31/2022,7
A,96136,6/7/2022,12.74200034
D,3652,3/31/2022,37
D,117736,9/3/2022,25
A,117376,3/2/2022,4
D,898,1/25/2022,70
D,57058,1/26/2022,2
D,92482,2/4/2022,9
D,23785,3/2/2022,8
D,42685,4/12/2022,33
D,3652,5/9/2022,44
D,123586,9/16/2022,3
C,110320,10/17/2022,6
A,101671,10/12/2022,1
A,29941,7/10/2022,15
D,95137,3/4/2022,20
D,23785,6/23/2022,1
D,29653,7/12/2022,22
D,123478,10/1/2022,6
C,42154,3/27/2022,2.320000052
C,29896,8/14/2022,2
D,673,10/16/2022,6
B,107836,5/28/2022,22
B,100501,6/25/2022,1
A,39238,3/30/2022,1
D,116836,4/2/2022,26
D,41686,3/5/2022,2
D,123307,4/2/2022,17
B,18223,8/18/2022,106
D,98809,3/1/2022,38
C,3292,7/26/2022,1
C,3427,8/17/2022,3
D,102490,6/9/2022,46.64400005
A,123307,7/31/2022,98
E,122560,8/29/2022,1
E,610,5/28/2022,1
B,107863,3/29/2022,6
E,11293,8/7/2022,6
B,259,5/2/2022,5
B,117745,6/1/2022,2
B,11509,6/19/2022,4
B,43738,7/19/2022,3
D,3679,1/25/2022,4
D,3652,4/10/2022,25
D,119554,4/30/2022,39
D,91438,5/7/2022,14
D,119554,7/15/2022,32
D,42685,9/10/2022,10
D,898,10/2/2022,28
A,95137,3/7/2022,19
A,1672,3/25/2022,28
C,1672,6/25/2022,5
B,36808,8/8/2022,40
C,116836,10/2/2022,9
B,102490,6/27/2022,23.89199996
E,95137,3/24/2022,6
E,118033,7/14/2022,1
E,117736,7/25/2022,3
A,107836,8/27/2022,38
D,57058,6/27/2022,5
B,36808,6/12/2022,23
A,11509,9/16/2022,20
D,36808,8/23/2022,58
D,96136,8/24/2022,18.41200054
D,92482,9/25/2022,7
D,117610,10/15/2022,9
B,12220,2/19/2022,1
B,97531,3/23/2022,3
B,122767,5/25/2022,5
C,116836,4/4/2022,13
C,4165,9/5/2022,2
E,36808,3/23/2022,13
E,11293,6/24/2022,3
D,118033,2/7/2022,1
D,40759,4/13/2022,18
D,14947,4/20/2022,13
D,898,8/11/2022,21
D,111382,9/7/2022,3
D,117520,9/12/2022,19
D,40381,10/11/2022,5
C,10924,8/17/2022,3
C,110320,8/23/2022,7
C,117286,7/31/2022,6
A,29653,1/29/2022,46
A,29941,2/2/2022,7
A,223,4/1/2022,10
A,7396,4/17/2022,4
A,40381,6/9/2022,13
D,114658,2/10/2022,2
D,13795,2/28/2022,10
D,40381,7/6/2022,28
D,122767,7/17/2022,17
D,117736,8/30/2022,12
C,122767,1/25/2022,1
C,107836,2/27/2022,11
B,102769,8/27/2022,3
A,12040,9/3/2022,2
A,9925,3/7/2022,1
A,104470,4/14/2022,4
D,117610,2/5/2022,9
A,898,7/22/2022,58
D,110122,9/13/2022,2
C,10852,1/22/2022,1
C,110320,9/7/2022,12
C,2806,10/4/2022,4
A,718,2/23/2022,1
D,43135,1/31/2022,9
E,18223,7/26/2022,11
E,18223,8/25/2022,21
D,18223,7/22/2022,113
D,18223,7/25/2022,157
A,115846,9/6/2022,4
D,107269,4/5/2022,1
D,9925,8/18/2022,3
A,42154,5/16/2022,15.96200001
A,36808,7/14/2022,150
E,117610,8/29/2022,6
B,11509,1/24/2022,2
D,98584,4/7/2022,2
A,43135,2/3/2022,4
A,123307,4/2/2022,231
A,117520,6/14/2022,18
A,12031,6/26/2022,2
A,117925,7/12/2022,21
C,3652,4/9/2022,5
C,110320,10/18/2022,11
C,111382,2/22/2022,1
C,29896,9/6/2022,3
E,123307,4/18/2022,72
E,122767,6/29/2022,6
A,3328,3/11/2022,4
A,40381,5/21/2022,17
A,55879,5/22/2022,4
D,42154,1/24/2022,22.74000025
A,123307,8/6/2022,107
D,3679,2/26/2022,8
D,117520,5/4/2022,13
B,13795,5/7/2022,4
A,116836,8/10/2022,20
D,101635,5/29/2022,12
D,96136,9/2/2022,49.26200044
D,110356,9/11/2022,4
A,10078,9/5/2022,1
B,46150,1/30/2022,8
C,107809,2/15/2022,1
C,3427,3/11/2022,10
C,8800,7/13/2022,6
A,29653,2/3/2022,15
E,120418,10/11/2022,3
A,12220,3/22/2022,1
D,113281,2/22/2022,5
D,117520,8/22/2022,13
D,43279,10/15/2022,2
B,30778,5/7/2022,1
A,23938,1/29/2022,3
A,610,2/13/2022,4
A,259,4/1/2022,8
D,42685,2/3/2022,16
D,42154,2/16/2022,37.02400017
D,11293,4/28/2022,14
D,40759,6/13/2022,30
D,40939,10/1/2022,10
C,3427,2/6/2022,8
C,123334,3/31/2022,9
C,19114,4/12/2022,9
A,122686,4/14/2022,5
C,117187,3/4/2022,1
C,113281,3/31/2022,5
C,110806,8/22/2022,1
A,117736,8/12/2022,12
C,4705,3/14/2022,10
C,259,4/13/2022,13
C,101635,6/10/2022,3
B,18223,3/25/2022,133
E,12355,10/13/2022,1
E,107224,6/4/2022,3
B,40201,2/25/2022,3
B,123307,2/28/2022,50
B,117610,4/7/2022,4
E,107836,10/7/2022,3
B,123307,9/25/2022,46
B,36808,10/14/2022,38
D,40759,2/27/2022,30
D,123307,6/4/2022,138
D,11509,7/15/2022,13
A,123307,5/18/2022,310
C,55879,5/13/2022,7
C,29653,2/10/2022,36
C,117376,2/17/2022,59
C,10204,5/30/2022,12
E,92482,8/4/2022,3
D,95119,3/5/2022,5
D,91438,4/9/2022,14
D,7396,5/17/2022,4
C,898,10/15/2022,69
E,115846,10/5/2022,1
E,111382,3/29/2022,2
E,123307,7/9/2022,14
D,43135,8/12/2022,15
D,259,9/9/2022,14
B,1672,2/25/2022,2
C,123307,2/28/2022,56
C,31579,5/25/2022,3
C,40381,7/9/2022,32
C,11509,7/15/2022,8
D,46150,2/14/2022,7
D,42685,4/16/2022,27
D,119554,7/28/2022,12
D,36808,10/4/2022,38
D,259,10/5/2022,7
C,40759,9/29/2022,22
C,24136,6/3/2022,10
C,29941,7/5/2022,5
B,1204,4/5/2022,2
B,43135,5/2/2022,8
B,123307,5/18/2022,40
A,92491,2/11/2022,9
D,259,4/20/2022,9
D,1681,5/6/2022,2
D,93913,7/2/2022,2
C,101635,9/3/2022,14
B,14947,4/2/2022,4
B,30778,4/2/2022,2
B,91438,4/2/2022,24
A,122686,1/31/2022,6
A,107836,5/23/2022,30
D,4705,3/12/2022,15
A,7396,7/16/2022,5
D,121714,7/28/2022,6
D,107836,9/11/2022,7
C,122767,2/20/2022,2
C,124396,3/1/2022,3
C,36808,5/5/2022,93
C,43135,8/19/2022,6
C,42685,9/30/2022,33
A,105604,4/4/2022,6
C,23911,2/15/2022,1
B,18223,1/22/2022,111
B,18223,2/21/2022,130
A,113110,4/22/2022,2
D,18223,8/10/2022,283
B,36808,4/17/2022,45
D,2806,10/7/2022,7
A,51109,7/7/2022,2
D,102490,7/24/2022,29.84600008
B,110320,9/25/2022,3
B,3427,10/12/2022,6
D,123307,3/17/2022,139
D,124396,3/23/2022,1
D,23020,7/30/2022,5
D,119554,9/6/2022,20
C,29653,1/24/2022,9
B,13948,2/8/2022,4
C,110806,8/7/2022,1
B,117520,6/25/2022,10
E,122686,7/15/2022,2
A,110860,2/25/2022,4
A,538,3/4/2022,3
A,102490,3/19/2022,11.31800032
A,4480,5/5/2022,2
D,40939,1/23/2022,10
A,36808,9/12/2022,77
A,898,9/23/2022,22
D,259,5/15/2022,9
C,14947,3/3/2022,2
C,7396,3/5/2022,3
B,42154,5/21/2022,9.137999773
C,259,4/30/2022,10
C,119554,9/25/2022,23
A,115846,5/23/2022,2
D,1132,2/13/2022,2
D,122767,5/15/2022,23
D,122560,8/22/2022,1
D,123307,9/3/2022,101
D,40759,9/27/2022,14
A,107863,8/3/2022,5
D,40759,10/8/2022,11
A,45421,8/14/2022,1
A,23020,9/10/2022,8
C,11509,6/20/2022,6
B,10924,7/9/2022,3
A,718,5/4/2022,1
A,123307,6/11/2022,102
D,4705,2/13/2022,21
D,14947,9/18/2022,4
D,104254,9/22/2022,1
C,107224,9/24/2022,2
A,95137,9/29/2022,6
B,123334,2/28/2022,3
B,1231,4/16/2022,1
B,40759,4/29/2022,3
A,122740,1/25/2022,3
A,117520,3/30/2022,17
A,23137,4/18/2022,1
D,116836,3/8/2022,10
D,23785,6/28/2022,7
D,2806,8/5/2022,14
C,107836,6/12/2022,11
A,10204,1/25/2022,3
A,3679,6/8/2022,8
A,117160,9/18/2022,1
A,12247,10/10/2022,2
B,98809,3/24/2022,27
D,98809,3/27/2022,37
D,18223,8/7/2022,175
A,117520,10/16/2022,14
E,40381,8/30/2022,3
E,57058,5/7/2022,2
B,116836,3/13/2022,4
B,117196,5/30/2022,1
B,123307,6/13/2022,41
E,113281,10/12/2022,3
D,6163,3/2/2022,20
D,123658,10/15/2022,1
A,123280,3/20/2022,3
A,268,4/10/2022,4
C,12355,10/18/2022,4
C,120994,4/10/2022,5
B,8800,5/20/2022,8
A,110860,2/6/2022,4
A,119707,4/20/2022,1
A,673,5/22/2022,3
D,116836,2/8/2022,44
A,96136,8/3/2022,23.67599988
D,120418,4/24/2022,3
D,102490,6/27/2022,134.6440003
D,107863,7/6/2022,6
D,9925,7/15/2022,2
D,94336,7/29/2022,1
C,102490,5/28/2022,36.50599968
B,43405,9/23/2022,1
D,23938,3/22/2022,4
D,117520,5/19/2022,23
D,42685,8/7/2022,40
D,12355,9/6/2022,1
A,268,9/10/2022,9
B,40759,5/18/2022,5
C,6163,3/19/2022,11
C,3679,3/31/2022,5
C,13795,9/20/2022,7
A,40759,3/18/2022,17
A,23020,5/3/2022,8
A,4480,8/15/2022,3
B,223,10/8/2022,3
A,92482,8/8/2022,2
C,110320,9/9/2022,2
A,107809,9/10/2022,1
C,11509,6/15/2022,6
B,36808,1/29/2022,32
B,40759,6/18/2022,17
A,9637,4/17/2022,5
A,117925,5/20/2022,9
D,10042,6/13/2022,1
D,29653,7/23/2022,21
C,6163,3/20/2022,29
A,29941,3/5/2022,8
A,120418,4/18/2022,3
D,4705,1/24/2022,6
D,23938,2/25/2022,5
D,123307,5/20/2022,72
D,117925,5/31/2022,13
